"ID","Study.ID","Reference","Grouping","Victim","Perpetrator","Route.Victim","Route.Perpetrator","Mechanism","Compartment","AUCR.Avg","AUCR.AvgType","AUCR.Var","AUCR.VarType","CmaxR.Avg","CmaxR.AvgType","CmaxR.Var","CmaxR.VarType","t_placebo_0","t_placebo_end","t_treatment_0","t_treatment_end","t.Unit","R.Dose.correction.factor","Comment","Dose","Dose.free.API","Dose.Unit","Route","Times.of.Administration","Times.Unit","Description","Comment.Regimen","Administered.form","Formulation.type","Infusion.duration.[min]","Water.volume.ingested.for.drug.intake.[mL]","Comment.on.administration/formulation","Fasted/Fed.state","Duration.of.fasting.before.drug.administration.[h]","Duration.of.fasting.after.drug.administration.[h]","Comment.on.food.intake"
11049,"Cho 2002","https://pubmed.ncbi.nlm.nih.gov/11966672/","PM + moclobemide","Omeprazole","Moclobemide","PO","PO",NA,"Plasma",1.16,NA,NA,NA,0.97,NA,NA,NA,"0","inf","0","inf","h",NA,"PM","300",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11050,"Yasui-Furukori 2004","https://pubmed.ncbi.nlm.nih.gov/15025747/","Omeprazole + Fluvoxamine (EM)","Omeprazole","Fluvoxamine","PO","PO",NA,"Plasma",5.34,NA,NA,NA,3.48,NA,NA,NA,"120","inf","120","inf","h",NA,"EM","50",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11052,"Yasui-Furukori 2004","https://pubmed.ncbi.nlm.nih.gov/15025747/","Omeprazole + Fluvoxamine (PM)","Omeprazole","Fluvoxamine","PO","PO",NA,"Plasma",1.21,NA,NA,NA,1.12,NA,NA,NA,"120","inf","120","inf","h",NA,"PM","50",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13017,"Granfors 2004","https://pubmed.ncbi.nlm.nih.gov/14998432/","Tizanidine + Fluvoxamine","Tizanidine","Fluvoxamine","PO","PO",NA,"Plasma",33,NA,NA,NA,12.1,NA,NA,NA,"73","inf","73","inf","h",NA,NA,"100",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13018,"Momo 2010","https://pubmed.ncbi.nlm.nih.gov/19789372/","Tizanidine + Mexiletine","Tizanidine","Mexiletine","PO","PO",NA,"Plasma",3.42,NA,NA,NA,3.22,NA,NA,NA,NA,"inf",NA,"inf","h",NA,NA,"50",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14002,"Granfors 2005","https://pubmed.ncbi.nlm.nih.gov/16198659/","Tizanidine + Ethinylestradiol","Tizanidine","Ethinylestradiol","PO","PO",NA,"Plasma",3.92,NA,NA,NA,3.02,NA,NA,NA,"480","inf","480","inf","h",NA,NA,"20",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14004,"Jeppesen 1996","https://pubmed.ncbi.nlm.nih.gov/8807660/","Caffeine + Fluvoxamine","Caffeine","Fluvoxamine","PO","PO",NA,"Plasma",7.16,NA,NA,NA,1.09,NA,NA,NA,"168","inf","169","inf","h",NA,NA,"100",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14006,"Culm-Merdek 2005","https://pubmed.ncbi.nlm.nih.gov/16236038/","Caffeine + Fluvoxamine","Caffeine","Fluvoxamine","PO","PO",NA,"Plasma",13.71,NA,NA,NA,1.4,NA,NA,NA,"25","inf","25","inf","h",NA,NA,"100",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14008,"Joeres 1987","https://pubmed.ncbi.nlm.nih.gov/3628469/","Caffeine + Mexiletine","Caffeine","Mexiletine","PO","PO",NA,"Plasma",2.83,NA,NA,NA,1.89,NA,NA,NA,"0","inf","0","inf","h",NA,NA,"200",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14010,"Kusumoto 2001","https://pubmed.ncbi.nlm.nih.gov/11240973/","Mexiletine + Fluvoxamine","Mexiletine","Fluvoxamine","PO","PO",NA,"Plasma",1.55,NA,NA,NA,1.16,NA,NA,NA,"168","inf","168","inf","h",NA,NA,"50",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15001,"Yao 2003","https://pubmed.ncbi.nlm.nih.gov/12695344/","With 37.5mg Fluvoxamine","S-Mephenytoin","Fluvoxamine","PO","PO",NA,"Plasma",4.64,NA,NA,NA,2.12,NA,NA,NA,"176","inf","176","inf","h",NA,NA,"27.5",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15002,"Yao 2003","https://pubmed.ncbi.nlm.nih.gov/12695344/","With 62.5mg Fluvoxamine","S-Mephenytoin","Fluvoxamine","PO","PO",NA,"Plasma",6.7,NA,NA,NA,2.4,NA,NA,NA,"176","inf","176","inf","h",NA,NA,"45.8",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15003,"Yao 2003","https://pubmed.ncbi.nlm.nih.gov/12695344/","With 87.5mg Fluvoxamine","S-Mephenytoin","Fluvoxamine","PO","PO",NA,"Plasma",9.89,NA,NA,NA,2.42,NA,NA,NA,"176","inf","176","inf","h",NA,NA,"64.099999999999994",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16062,"Bailey 1996","https://pubmed.ncbi.nlm.nih.gov/8689808/","Erythromycin DDI, treatment group","Felodipine","Erythromycin","PO","PO",NA,"Plasma",2.59298633055426,"Geom. mean","1.2569993278062586","Geom. SD",2.28886420212023,"Geom. mean","1.174586180637271","Geom. SD","0","24","24","48","h",NA,NA,"250",NA,"mg","PO","(S0-T6-R8)","h","four times a day for 2 days",NA,NA,"Tablet",NA,NA,NA,"Fasted","10","4",NA
16063,"Jalava 1997","https://pubmed.ncbi.nlm.nih.gov/9129558/","Itraconazole DDI, treatment group","Felodipine","Itraconazole","PO","PO",NA,"Plasma",6.33584905660377,"Approx. avg",NA,NA,7.75,"Approx. avg",NA,NA,"0","inf","73","inf","h",NA,NA,"200",NA,"mg","PO","(S0-T24-R4)","h",NA,NA,NA,"Sporanox® ",NA,NA,NA,NA,NA,NA,NA
16065,"Lee 2021","https://pubmed.ncbi.nlm.nih.gov/33348240/","Clarithromycin DDI, treatment group","Sildenafil","Clarithromycin","PO","PO",NA,"Plasma",2.27664277369036,"Approx. avg",NA,NA,1.71571881128375,"Approx. avg",NA,NA,"0","inf","96","inf","h",NA,NA,"250",NA,"mg","PO","48 + 72 + 84 + 96","h","SD on D3, BID on D4, SD on D5",NA,NA,"Tablet",NA,NA,NA,NA,NA,NA,NA
16066,"Lee 2021","https://pubmed.ncbi.nlm.nih.gov/33348240/","Itraconazole DDI, treatment group","Sildenafil","Itraconazole","PO","PO",NA,"Plasma",2.49942041585163,"Approx. avg",NA,NA,1.43334034644786,"Approx. avg",NA,NA,"0","inf","96","inf","h",NA,NA,"100",NA,"mg","PO","48 + 72 + 84 + 96","h","SD on D3, BID on D4, SD on D5",NA,NA,"Capsule",NA,NA,NA,NA,NA,NA,NA
16067,"Hedaya 2006","https://pubmed.ncbi.nlm.nih.gov/16372380/","Clarithromycin DDI, treatment group","Sildenafil","Clarithromycin","PO","PO",NA,"Plasma",2.28073916133618,"Approx. avg",NA,NA,2.41811846689895,"Approx. avg",NA,NA,"0","inf","2","inf","h",NA,NA,"500",NA,"mg","PO","0","h","SD",NA,NA,"Tablet",NA,NA,NA,"Fasted","8","3",NA
16069,"Hesse 2005","https://pubmed.ncbi.nlm.nih.gov/16282844/","Fluvoxamine DDI, treatment group","Sildenafil","Fluvoxamine","PO","PO",NA,"Plasma",1.40394088669951,"Approx. avg",NA,NA,1.30331753554502,"Approx. avg",NA,NA,"0","inf","240","inf","h",NA,NA,"50, 100",NA,"mg","PO","50mg: S0-T24-R3, 100mg: S72-T24-R7","h","OD",NA,NA,"Coated tablet (Fevarin®)",NA,NA,NA,NA,NA,NA,NA
16073,"Muirhead 2002a","https://pubmed.ncbi.nlm.nih.gov/11879258/","Erythromycin DDI, treatment group, D6","Sildenafil","Erythromycin","PO","PO",NA,"Plasma",2.57930672268908,"Approx. avg",NA,NA,2.08892617449664,"Approx. avg",NA,NA,"0","inf","121","inf","h",NA,NA,"500",NA,"mg","PO","24, 36, 48, 60, 72, 84, 96, 108, 120","h",NA,NA,NA,"Unknown",NA,NA,NA,"Fed",NA,NA,"light breakfast"
16149,"Abernethy et al. 1985","https://pubmed.ncbi.nlm.nih.gov/4028631/","10mg Verapamil + cimetidine, IV","Verapamil","Cimetidine","IV","PO","Reversible_Inhibition","Plasma",1.04,"Approx. Avg",NA,NA,NA,NA,NA,NA,"12","inf","12","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R7","h","MD QID","MD QID (12h before and 24h after Verapamil)",NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,"Abernethy et al. 1985","https://pubmed.ncbi.nlm.nih.gov/4028631/","120mg Verapamil + cimetidine, PO","Verapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",0.864957264957265,"Approx. Avg",NA,NA,1.0281690140845,"Approx. Avg",NA,NA,"12","inf","12","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R7","h","MD QID","MD QID (12h before and 24h after Verapamil)",NA,NA,NA,NA,NA,NA,NA,NA,NA
16151,"Mikus et al. 1990","https://pubmed.ncbi.nlm.nih.gov/2359015/","160mg verapamil + cimetidine, PO","R-Verapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.2574,"Approx. Avg",NA,NA,1.3309,"Approx. Avg",NA,NA,"144.5","inf","144.5","inf","h",NA,NA,"400",NA,"mg","PO","S0-T12-R14","h","MD BID (6 days)","R-verapamil (80 mg) and dideuterated S-verapamil (80 mg) were given in the same manner after a 6-day p.o. pretreatment with cimetidine (400 mg b.i.d.). The second dose of verapamil was taken 30 mm after the morning dose of cimetidine.",NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,"Mikus et al. 1990","https://pubmed.ncbi.nlm.nih.gov/2359015/","160mg verapamil + cimetidine, PO","S-Verapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.411,"Approx. Avg",NA,NA,1.8291,"Approx. Avg",NA,NA,"144.5","inf","144.5","inf","h",NA,NA,"400",NA,"mg","PO","S0-T12-R14","h","MD BID (6 days)","R-verapamil (80 mg) and dideuterated S-verapamil (80 mg) were given in the same manner after a 6-day p.o. pretreatment with cimetidine (400 mg b.i.d.). The second dose of verapamil was taken 30 mm after the morning dose of cimetidine.",NA,NA,NA,NA,NA,NA,NA,NA,NA
16153,"Mikus et al. 1990","https://pubmed.ncbi.nlm.nih.gov/2359015/","160mg verapamil + cimetidine, PO","R-Norverapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.3424,"Approx. Avg",NA,NA,NA,NA,NA,NA,"144.5","inf","144.5","inf","h",NA,NA,"400",NA,"mg","PO","S0-T12-R14","h","MD BID (6 days)","R-verapamil (80 mg) and dideuterated S-verapamil (80 mg) were given in the same manner after a 6-day p.o. pretreatment with cimetidine (400 mg b.i.d.). The second dose of verapamil was taken 30 mm after the morning dose of cimetidine.",NA,NA,NA,NA,NA,NA,NA,NA,NA
16154,"Mikus et al. 1990","https://pubmed.ncbi.nlm.nih.gov/2359015/","160mg verapamil + cimetidine, PO","S-Norverapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.4235,"Approx. Avg",NA,NA,NA,NA,NA,NA,"144.5","inf","144.5","inf","h",NA,NA,"400",NA,"mg","PO","S0-T12-R14","h","MD BID (6 days)","R-verapamil (80 mg) and dideuterated S-verapamil (80 mg) were given in the same manner after a 6-day p.o. pretreatment with cimetidine (400 mg b.i.d.). The second dose of verapamil was taken 30 mm after the morning dose of cimetidine.",NA,NA,NA,NA,NA,NA,NA,NA,NA
16155,"Wing et al. 1985","https://pubmed.ncbi.nlm.nih.gov/3986090/","10mg Verapamil + cimetidine, IV","Verapamil","Cimetidine","IV","PO","Reversible_Inhibition","Plasma",1.0714,"Approx. Avg",NA,NA,NA,NA,NA,NA,"168","inf","168","inf","h",NA,NA,"400/200",NA,"mg","PO","400: S18-T24-R9; 200mg: 0-6-12-24-30-36--48-54-60-72-78-84-96-102-108-120-126-132-144-150-156-168-174-180-192-198-204","h","MD QID (3times 200mg, fourth time 400mg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16156,"Wing et al. 1985","https://pubmed.ncbi.nlm.nih.gov/3986090/","80mg Verapamil + cimetidine, PO","Verapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.0702,"Approx. Avg",NA,NA,NA,NA,NA,NA,"168","inf","168","inf","h",NA,NA,"400/200",NA,"mg","PO","400: S18-T24-R9; 200mg: 0-6-12-24-30-36--48-54-60-72-78-84-96-102-108-120-126-132-144-150-156-168-174-180-192-198-204","h","MD QID (3times 200mg, fourth time 400mg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,"Johnson et al. 1987","https://pubmed.ncbi.nlm.nih.gov/2954736/","Digoxin IV + Verapamil","Digoxin","Verapamil","IV","PO","Mechanism_based_Inactivation","Serum",1.2419,"Approx. Avg",NA,NA,NA,NA,NA,NA,"288","inf","288","nf","h",NA,NA,"80","74.06138","mg","PO","(S0-T12-R8)-(S96-T8-R33)","h","MD BID 4days, TID 10days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16162,"Pedersen et al. 1983","https://pubmed.ncbi.nlm.nih.gov/6628501/","Digoxin IV + Verapamil","Digoxin","Verapamil","IV","PO","Mechanism_based_Inactivation","Plasma",1.41748126952411,"Arith. mean","0.1326292","Arith. SD",NA,NA,NA,NA,"168","inf","168","inf","h",1,NA,"120","111.0921","mg","PO","S0-(S0-T6-R3)-T24-R12","h","TID, 7 days pre-treatment","Information retrieved from published model from Hanke et al. 2020 assuming they had more information (Original paper only says 3 times daily and does not comment on the time interval inbetween)","verapamil chloride (Isoptin ®, Knoll)","verapamil chloride (Isoptin ®, Knoll)",NA,NA,NA,NA,NA,NA,NA
16163,"Pedersen et al. 1982","https://pubmed.ncbi.nlm.nih.gov/7094982/","Digoxin and Verapamil in MD setting","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"80/120","74.061376/111.0921","mg","PO","80:S360-(S0-T6-R3)-T24-R63; 120:S1896-(S0-T6-R3)-T24-R42","h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16165,"Belz et al. 1983","https://pubmed.ncbi.nlm.nih.gov/6831819/","Digoxin + 80mg Verapamil","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",NA,NA,NA,NA,NA,NA,NA,NA,"0","336","0","336","h",NA,"Multiple Dose study for both victim and perpetrator; Only ctrough values available","80","74.061375999999996","mg","PO","S0-(S0-T6-R3)-T24-R14","h","TID",NA,"oral","oral",NA,NA,NA,NA,NA,NA,NA
16167,"Belz et al. 1983","https://pubmed.ncbi.nlm.nih.gov/6831819/","Digoxin + 120mg Verapamil","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",NA,NA,NA,NA,NA,NA,NA,NA,"0","336","0","336","h",NA,"Multiple Dose study for both victim and perpetrator; Only ctrough values available","120","111.09206399999999","mg","PO","S0-(S0-T6-R3)-T24-R14","h","TID",NA,"oral","oral",NA,NA,NA,NA,NA,NA,NA
16169,"Doering et al. 1983","https://pubmed.ncbi.nlm.nih.gov/6653647/","Digoxin+ 80mg Verapamil","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Serum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Multiple Dose study for both victim and perpetrator; Only ctrough values available","80","74.061375999999996","mg","PO","S0-(S0-T6-R3)-T24-R14","h","TID",NA,"Isoptin 80","oral",NA,NA,NA,"fasted",NA,NA,NA
16172,"Wiebe 2020","https://pubmed.ncbi.nlm.nih.gov/32504272/","DDI digoxin + verapamil - plasma","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",1.007,"Geom. mean","0.8884, 1.11415","90% confidence interval",1.2164,"Geom. mean","1.0043, 1.4733","90% confidence interval","1","25","1","25","h",1,NA,"120","111.0921","mg","PO","0","h","SD","PK data on verapamil also available (see IDs 6160 to 6163)","Verapamil, Isoptin film-coated tablet","oral tablet",NA,NA,NA,"fasted","9",NA,NA
16174,"Klein et al. 1982","https://pubmed.ncbi.nlm.nih.gov/7074765/","Digoxin and Verapamil in MD setting","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Serum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Multiple Dose study for both victim and perpetrator; Only ctrough values available","80","74.061375999999996","mg","PO","S350-T8-R42","h","TID","morning dose 1h before digoxin dose","oral","oral",NA,NA,NA,NA,NA,NA,NA
16175,"Schwartz et al. 1982","https://pubmed.ncbi.nlm.nih.gov/7074776/","Digoxin and Verapamil in MD setting","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Serum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Multiple Dose study for both victim and perpetrator; Only ctrough values available","80","74.061375999999996","mg","PO","S345-T6-R280","h","QID",NA,"oral tablet","oral tablet",NA,NA,NA,NA,NA,NA,NA
16244,"Prueksaritanont 2017","https://pubmed.ncbi.nlm.nih.gov/27943276/","Dabigatran in microdosecocktail + Rifampicin","Dabigatran","Rifampicin","PO","PO","Induction","Plasma",2.32,"GMR",NA,NA,1.78,"GMR",NA,NA,"0","inf","0","inf","h",1,NA,"600",NA,"mg","PO","1","h","SD","SD",NA,"Sporanox",NA,NA,"Sporanox Janssen","fasted",NA,NA,NA
16245,"Prueksaritanont 2017","https://pubmed.ncbi.nlm.nih.gov/27943276/","Dabigatran in microdosecocktail + Itraconazole","Dabigatran","Itraconazole","PO","PO","reversible Inhibition","Plasma",6.92,"GMR",NA,NA,6.42,"GMR",NA,NA,"0","inf","72","inf","h",1,NA,"200",NA,"mg","PO","(S-0,T-24,R-5)","h","OD (5 days)","OD",NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16246,"Prueksaritanont 2017","https://pubmed.ncbi.nlm.nih.gov/27943276/","Dabigatran in microdosecocktail + Clarithromycin","Dabigatran","Clarithromycin","PO","PO","mechanism-based inactivation","Plasma",4.02,"GMR",NA,NA,4.57,"GMR",NA,NA,"0","inf","72","inf","h",1,NA,"500",NA,"mg","PO","(S-0,T-12,R-10)","h","BID (5 days)","BID",NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16247,"Gouin-Thibault 2016","https://pubmed.ncbi.nlm.nih.gov/27893182/","Dabigatran + Clarithromycin","Dabigatran","Clarithromycin","PO","PO","mechanism-based inactivation","Plasma",2,NA,NA,NA,1.8,NA,NA,NA,"0","inf","96","inf","h",1,NA,"500",NA,"mg","PO","(S-0,T-12,R-10)","h","BID (5 days)","BID",NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16249,"Härtter 2012 RIF","https://pubmed.ncbi.nlm.nih.gov/22348256/","Dabigatran + Rifampicin Day 9","Dabigatran","Rifampicin","PO","PO","Induction","Plasma",0.33,"GMR",NA,NA,0.345,"GMR",NA,NA,"0","inf","156","324","h",1,NA,"600",NA,"mg","PO","(S-0,T-24,R-7)","h","OD (7 days)","OD",NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16250,"Härtter 2012 RIF","https://pubmed.ncbi.nlm.nih.gov/22348256/","Dabigatran + Rifampicin Day 16","Dabigatran","Rifampicin","PO","PO","Induction","Plasma",0.823,"GMR",NA,NA,0.814,"GMR",NA,NA,"0","inf","324","492","h",1,NA,"600",NA,"mg","PO","(S-0,T-24,R-7)","h","OD (7 days)","OD",NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16251,"Härtter 2012 RIF","https://pubmed.ncbi.nlm.nih.gov/22348256/","Dabigatran + Rifampicin Day 23","Dabigatran","Rifampicin","PO","PO","Induction","Plasma",0.857,"GMR",NA,NA,0.816,"GMR",NA,NA,"0","inf","492","526","h",1,NA,"600",NA,"mg","PO","(S-0,T-24,R-7)","h","OD (7 days)","OD",NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16253,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Dabigatran + 10 mg Rifampicin","Dabigatran total","Rifampicin","PO","PO","Induction","Plasma",0.594,"GMR","0.460-0.768","90% CI",0.568,"GMR","0.423-0.762","90% CI","0","inf","228","660","h",1,NA,"10",NA,"mg","PO","S0-T24-R18","h","OD",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16254,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Dabigatran + 75 mg Rifampicin","Dabigatran total","Rifampicin","PO","PO","Induction","Plasma",0.38,"GMR","0.304-0.475","90% CI",0.384,"GMR","0.308-0.479","90% CI","0","inf","660","inf","h",1,NA,"first 10, then 75",NA,"mg","PO","S0-T24-R18 (10 mg), S432-T24-R18 (75 mg)","h","OD",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16256,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Dabigatran + 2 mg Rifampicin","Dabigatran total","Rifampicin","PO","PO","Induction","Plasma",1.19,"GMR","0.93-1.53","90% CI",1.07,"GMR","0.82-1.40","90% CI","0","inf","228","660","h",1,NA,"2",NA,"mg","PO","S0-T24-R18","h","OD",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16257,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Dabigatran + 600 mg RIfampicin","Dabigatran total","Rifampicin","PO","PO","Induction","Plasma",0.334,"GMR","0.269-0.413","90% CI",0.305,"GMR","0.241-0.385","90% CI","0","inf","660","inf","h",1,NA,"first 2, then 600",NA,"mg","PO","S0-T24-R18 (2 mg), S432-T24-R18 (600 mg)","h","OD",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16259,"Rattanacheeworn 2021","https://pubmed.ncbi.nlm.nih.gov/34603040/","Dabigatran + 450 mg RIfampicin","Dabigatran","Rifampicin","PO","PO","Induction","Plasma",2.22,"GMR","1.74-2.83","95% CI",1.86,"GMR","1.43-2.43","95% CI","0","inf","0","inf","h",1,NA,"450",NA,"mg","PO","1","h","SD",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16261,"Tatosian 2020","https://pubmed.ncbi.nlm.nih.gov/32705692/","Dabigatran + 600 mg RIfampicin","Dabigatran","Rifampicin","PO","PO","Induction","Plasma",2.08,"GMR","1.66-2.60","95% CI",1.92,"GMR","1.47-2.43","95% CI","0","inf","0","inf","h",1,NA,"600",NA,"mg","PO","1","h","SD",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16263,"Härtter 2012 Vera","https://pubmed.ncbi.nlm.nih.gov/22348256/","Vera 120mg BID, Dabigatran 1h after (Treatment C)","Dabigatran total","Verapamil","PO","PO","mechanism-based inactivation","Plasma",1.54,"GMR","1.19-1.99","90% CI",1.63,"GMR","1.22-2.17","90% CI","0","inf","73","166","h",1,NA,"120",NA,"mg","PO","(S-0,T-12,R-14)","h","BID (7 days)",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16264,"Härtter 2012 Vera","https://pubmed.ncbi.nlm.nih.gov/22348256/","Vera 120mg BID, Dabigatran 2h before (Treatment D)","Dabigatran total","Verapamil","PO","PO","mechanism-based inactivation","Plasma",1.18,"GMR","0.91-1.52","90% CI",1.12,"GMR","0.84-1.49","90% CI","0","inf","166","265","h",1,NA,"120",NA,"mg","PO","(S-0,T-12,R-16)","h","BID (8 days)",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16265,"Härtter 2012 Vera","https://pubmed.ncbi.nlm.nih.gov/22348256/","Vera 120mg TID/QID, Dabigatran 1h after (Treatment E)","Dabigatran total","Verapamil","PO","PO","mechanism-based inactivation","Plasma",1.39,"GMR","1.07-1.81","90% CI",1.34,"GMR","1.00-1.80","90% CI","0","inf","265","336","h",1,NA,"120",NA,"mg","PO","(S-0,T-12,R-16), (S-192,T-8,R-3), (S-216,T-6,R-12)","h","BID (8 days), TID (1 day), QID (3 days)",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16228,"Delavenne 2013","https://pubmed.ncbi.nlm.nih.gov/23210726/","Subject 10 Clarithromycin treatment","Dabigatran","Clarihromycin","PO","PO","mechanism-based inactivation","Plasma",1.491,"GMR",NA,NA,1.602,"GMR",NA,NA,"0","inf","70.5","144","h",1,NA,"500",NA,"mg","PO","(S-0,T-12,R-6), 70.5","h","BID (3.5 days)",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16266,"Lutz 2018b","https://pubmed.ncbi.nlm.nih.gov/29569712/","Dabigatran control","Dabigatran total","Carbamazepine","PO","PO","Induction","Plasma",0.714,"GMR","0.593-0.859","90% CI",0.666,"GMR","0.521-0.852","90% CI","0","inf","404","480","h",1,NA,"300",NA,"mg","PO","(S-0,T-12,R-52)","h","BID (26 days)",NA,NA,NA,NA,NA,NA,"fasted",NA,NA,NA
16301,"Wiebe 2020","https://pubmed.ncbi.nlm.nih.gov/32504272/","Digoxin (Cocktail) + Rifampin","Digoxin","Rifampicin","PO","PO","induction","Plasma",1.31,"Geom. Mean","0.18","gCV",2.1826,"Geom. Mean","27.7","gCV","0","inf","312","inf","h",NA,NA,"600",NA,"mg","PO","S0-R1","h","SD",NA,"tablet","(Eremfat® 600 mg; Riemser Pharma GmbH, Greifswald–Insel Riems, Germany",NA,280,NA,"Fasted","overnight",NA,NA
16302,"Wiebe 2020","https://pubmed.ncbi.nlm.nih.gov/32504272/","Digoxin (Cocktail) + Rifampin","Digoxin","Rifampicin","PO","PO","induction","Urine",1.11,"Geom. Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h",NA,"1/CLR","600",NA,"mg","PO","S0-R1","h","SD",NA,"tablet","(Eremfat® 600 mg; Riemser Pharma GmbH, Greifswald–Insel Riems, Germany",NA,280,NA,"Fasted","overnight",NA,NA
16305,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","G/G2677C/C3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","serum",0.743,"Approx. Avg",NA,NA,1.025,"Approx. Avg",NA,NA,"0","inf","120","inf","h",0.5,NA,"400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16307,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","G/G2677C/C3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","serum",0.574,"Approx. Avg",NA,NA,0.656,"Approx. Avg",NA,NA,"0","inf","120","inf","h",0.5,NA,"400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16309,"Kurata 2002","https://pubmed.ncbi.nlm.nih.gov/12189368/","T/T2677T/T3435_Digoxin day 16 + Clarithromycin","Digoxin","Clarithromycin","PO","PO","Reversible_Inhibition","serum",0.641,"Approx. Avg",NA,NA,0.91,"Approx. Avg",NA,NA,"0","inf","120","inf","h",0.5,NA,"400",NA,"mg","PO","S0-T12-R16","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
